Nom,Province,Identification Climat,Identification Station,Identification OMM,Identification TC,Latitude (degres decimaux),Longitude (degres decimaux),Latitude,Longitude,Altitude (m),Annee de debut,Annee de fin,Annee de debut HLY,Annee de fin HLY,Annee de debut DLY,Annee de fin DLY,Annee de debut MLY,Annee de fin MLY
BORDER A,QUEBEC,7110830,6088,,,55.33,-63.22,552000000,-631300000,464.8,1965,1979,1965.0,1979.0,1965.0,1979.0,1965.0,1979.0
BORDER (AUT),QUEBEC,7110831,8668,,WTB,55.33,-63.22,552000000,-631300000,479.0,1993,1998,1994.0,1998.0,1993.0,1998.0,,
BAIE WAKEHAM,QUEBEC,7110DMF,6086,,,61.6,-71.97,613600000,-715800000,6.1,1966,1967,,,1966.0,1967.0,1966.0,1967.0
AUPALUK A,QUEBEC,7110LRJ,10855,,YLA,59.3,-69.6,591810000,-693559000,36.9,1992,2015,1992.0,2015.0,,,,
CAPE HOPES ADVANCE,QUEBEC,7111080,6089,,,61.08,-69.55,610500000,-693300000,73.2,1928,1971,1953.0,1971.0,1928.0,1971.0,1929.0,1971.0
DECEPTION BAY,QUEBEC,7111955,6090,,,62.12,-74.62,620700000,-743700000,30.5,1963,1973,,,1963.0,1973.0,1963.0,1973.0
DUPLANTER,QUEBEC,7112249,6091,,,54.83,-69.88,545000000,-695300000,533.4,1978,1984,,,1978.0,1984.0,1978.0,1984.0
FORT MCKENZIE,QUEBEC,7112520,6092,,,56.88,-69.05,565300000,-690300000,76.2,1938,1951,,,1938.0,1951.0,1938.0,1951.0
HOPES ADVANCE BAY,QUEBEC,7113150,6093,,,59.33,-69.77,592000000,-694600000,46.6,1959,1959,,,1959.0,1959.0,1959.0,1959.0
INDIAN HOUSE LAKE,QUEBEC,7113280,6094,,,56.23,-64.73,561400000,-644400000,310.9,1944,1964,,,1944.0,1964.0,1944.0,1964.0
KANGIQSUJUAQ A,QUEBEC,7113379,54061,,YKG,61.59,-71.93,613519000,-715546000,157.6,2015,2021,2015.0,2021.0,,,,
KANGIQSUJUAQ A,QUEBEC,7113380,54062,,YKG,61.59,-71.93,613519000,-715546000,157.6,2018,2021,2018.0,2021.0,2018.0,2021.0,,
KANGIQSUJUAQ A,QUEBEC,7113381,10252,,YKG,61.59,-71.93,613527001,-715555002,157.58,1992,2015,1992.0,2015.0,,,,
KANGIRSUK A,QUEBEC,7113382,10205,,YAS,60.02,-70.0,600123000,-700013000,123.75,1992,2015,1992.0,2015.0,,,,
KANGIRSUK A,QUEBEC,7113383,54071,,YAS,60.03,-70.0,600138000,-695957000,123.8,2015,2021,2015.0,2021.0,,,,
KANGIRSUK A,QUEBEC,7113384,54072,,YAS,60.03,-70.0,600138000,-695957000,123.8,2018,2021,2018.0,2021.0,2018.0,2021.0,,
KANGIQSUALUJJUAQ A,QUEBEC,7113390,54073,,YLU,58.71,-65.99,584241000,-655934000,66.1,2015,2021,2015.0,2021.0,,,,
KANGIQSUALUJJUAQ A,QUEBEC,7113391,54074,,YLU,58.71,-65.99,584241000,-655934000,66.1,2018,2021,2018.0,2021.0,2018.0,2021.0,,
KUUJJUAQ A,QUEBEC,7113534,6095,71906.0,YVP,58.1,-68.42,580600000,-682500000,39.93,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2005.0
KUUJJUAQ A,QUEBEC,7113535,52179,71906.0,YVP,58.09,-68.42,580522000,-682520000,39.9,2014,2021,2014.0,2021.0,2014.0,2021.0,,
PARC NATIONAL DES PINGUALUIT,QUEBEC,7115800,48228,71976.0,MIN,61.31,-73.67,611846199,-734006264,503.4,2009,2021,2009.0,2021.0,2009.0,2021.0,,
PAYNE RIVER,QUEBEC,7115880,6096,,,60.1,-71.07,600600000,-710400000,,1954,1958,,,1954.0,1958.0,1954.0,1958.0
QUAQTAQ,QUEBEC,7116270,6097,,,61.05,-69.63,610300000,-693800000,30.4,1971,1989,1971.0,1989.0,1971.0,1988.0,1971.0,1987.0
QUAQTAQ A,QUEBEC,7116271,54059,,YHA,61.05,-69.62,610247000,-693704000,32.3,2015,2021,2015.0,2021.0,,,,
QUAQTAQ A,QUEBEC,7116272,10245,,YHA,61.05,-69.62,610254096,-693726046,32.31,1989,2015,1989.0,2015.0,,,,
QUAQTAQ A,QUEBEC,7116273,54060,,YHA,61.05,-69.62,610247000,-693704000,32.3,2018,2021,2018.0,2021.0,2018.0,2021.0,,
RIVIERE AUX FEUILLES,QUEBEC,7116505,44143,71743.0,MRF,57.91,-72.98,575434006,-725833004,171.39,2005,2021,2005.0,2021.0,2006.0,2021.0,,
SALLUIT,QUEBEC,7117800,52378,71641.0,MFX,62.18,-75.67,621046005,-754013006,228.0,2014,2021,2014.0,2021.0,2014.0,2021.0,,
SALLUIT A,QUEBEC,7117801,54063,,YZG,62.18,-75.67,621046000,-754002000,227.1,2015,2021,2015.0,2021.0,,,,
SALLUIT A,QUEBEC,7117802,54064,,YZG,62.18,-75.67,621046000,-754002000,227.1,2018,2021,2018.0,2021.0,2018.0,2021.0,,
SCHEFFERVILLE,QUEBEC,7117821,10876,,ZKL,54.8,-66.8,544800000,-664800000,518.2,1992,1993,,,1992.0,1993.0,,
SCHEFFERVILLE A,QUEBEC,7117823,49649,71921.0,YKL,54.81,-66.81,544819000,-664819000,520.9,2012,2021,2012.0,2021.0,2012.0,2021.0,,
SCHEFFERVILLE COTE-NORD,QUEBEC,7117824,54878,73075.0,GKM,54.8,-66.8,544809072,-664816032,517.2,2019,2021,2019.0,2021.0,2019.0,2021.0,,
SCHEFFERVILLE A,QUEBEC,7117825,6098,,YKL,54.8,-66.82,544800000,-664900000,521.8,1948,2010,1953.0,2010.0,1948.0,2010.0,1948.0,1993.0
SCHEFFERVILLE,QUEBEC,7117827,30164,71828.0,GKL,54.8,-66.8,544800000,-664800000,517.2,2005,2018,2005.0,2018.0,2007.0,2018.0,,
TASIUJAQ A,QUEBEC,7118365,54018,,YTQ,58.67,-69.96,584004000,-695721000,36.9,2012,2021,2012.0,2021.0,,,,
TASIUJAQ A,QUEBEC,7118366,54019,,YTQ,58.67,-69.96,584004000,-695721000,36.9,2018,2021,2018.0,2021.0,2018.0,2021.0,,
TASIUJAQ A,QUEBEC,7118369,10856,,YTQ,58.67,-69.95,584016000,-695655000,36.9,1993,2015,1993.0,2015.0,,,,
SALLUIT A,QUEBEC,711GG87,10226,,YZG,62.18,-75.67,621055005,-754010001,227.08,1969,2015,1969.0,2015.0,,,,
KANGIQSUALUJJUAQ A,QUEBEC,711L380,10684,,YLU,58.71,-65.99,584227080,-655915020,66.14,1992,2015,1992.0,2015.0,,,,
SUGLUK,QUEBEC,711Q2H7,6085,,,62.2,-75.63,621200000,-753800000,15.2,1966,1967,,,1966.0,1967.0,1966.0,1967.0
